trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
577,False,"{'a': 0.5, 'e': 0.41179900411277715}",25,19,6.082124716077173,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.40974000909221325}",25,18,-7.4272876674097095,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.40769130904675216}",25,0,-73.66369037932344,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.4056528525015184}",25,1,-25.908818328246927,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
581,False,"{'a': 0.5, 'e': 0.4036245882390108}",25,9,-4.987221696106284,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.40160646529781574}",20,6,25.41484974303989,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.3995984329713267}",25,5,23.087642187276856,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.39760044080647006}",35,27,3.426575803580217,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.3956124386024377}",20,8,20.37396094617199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.39363437640942556}",25,17,16.330509704049984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.39166620452737844}",20,6,12.14208464575135,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.38970787350474156}",30,14,-85.9599871220966,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
589,False,"{'a': 0.5, 'e': 0.38775933413721786}",20,11,17.23890687645696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.3858205374665318}",20,0,8.883291527744994,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.3838914347791991}",20,12,14.050591844653935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.3819719776053031}",25,11,10.965541949589172,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.3800621177172766}",25,12,-33.426560018532314,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.37816180712869024}",20,11,-0.7789094160867274,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.3762709980930468}",20,0,-65.94693804915057,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
596,False,"{'a': 0.5, 'e': 0.3743896431025816}",30,16,2.7686371889707257,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.3725176948870687}",25,17,12.442527295245732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.3706551064126334}",35,22,-55.09327180892488,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.3688018308805702}",20,9,-14.26460797964143,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.36695782172616737}",25,7,-3.3170621006276813,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.36512303261753654}",20,8,13.169251333441863,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.3632974174544489}",30,12,21.230175817327428,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.36148093036717666}",25,5,0.9057935560328669,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.3596735257153408}",30,16,6.98933099167719,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.35787515808676407}",20,2,-85.27005765253325,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.35608578229633026}",20,12,-4.904048641601651,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.3543053533848486}",20,16,8.553204806166205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.3525338266179243}",20,11,2.3362957662427686,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.3507711574848347}",25,0,-53.5952497414469,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.3490173016974105}",20,0,-43.14603018894572,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.3472722151889235}",20,0,22.49698729204217,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.3455358541129789}",20,10,6.8342897982311515,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.343808174842414}",20,4,14.05060801030142,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.3420891339682019}",25,5,-2.6567088899369242,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.3403786882983609}",35,17,-13.413968566567917,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.3386767948568691}",20,12,-60.34493731639041,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
617,False,"{'a': 0.5, 'e': 0.3369834108825847}",25,1,-5.316521360174423,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
618,False,"{'a': 0.5, 'e': 0.3352984938281718}",25,13,21.057321746636585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.3336220013590309}",20,11,19.204283693513393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.33195389135223574}",20,10,16.833762797600507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.3302941218954746}",20,13,-0.677019132741318,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.32864265128599723}",20,9,4.368510530309182,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.32699943802956727}",20,3,4.892801508016932,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.32536444083941946}",30,9,-3.1782134867535063,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.3237376186352224}",20,6,-7.547895467882956,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.32211893054204627}",25,5,-49.93556030590261,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
627,False,"{'a': 0.5, 'e': 0.320508335889336}",20,7,23.78109886529257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.31890579420988935}",25,12,-62.21864339941279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
629,False,"{'a': 0.5, 'e': 0.3173112652388399}",25,15,5.137781004416464,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.3157247089126457}",25,14,9.772683426893998,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.3141460853680825}",20,12,-32.3229202973315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.31257535494124206}",20,12,3.510196055244452,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.3110124781665358}",25,11,7.921101414212604,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.3094574157757031}",20,4,-19.68030906620839,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.3079101286968246}",25,11,18.13663581820799,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.3063705780533405}",20,4,26.14398323635441,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.3048387251630738}",20,12,16.46892286904111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.30331453153725846}",30,18,22.152932622971665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.30179795887957217}",20,4,-11.23335711847849,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.30028896908517433}",20,15,-0.2319683248872877,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.29878752423974847}",30,10,-4.291392101549447,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.2972935866185497}",25,13,-18.438183323372908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.29580711868545695}",30,14,-2.0342016079226672,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.2943280830920297}",20,0,-20.200919423172145,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.2928564426765695}",30,13,-11.541206964171122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.29139216046318667}",30,13,-17.615876961463844,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.2899351996608707}",20,3,18.88410230082858,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.28848552366256636}",30,4,-41.815182601208754,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 1}",1
649,False,"{'a': 0.5, 'e': 0.28704309604425354}",25,15,-16.460945012413582,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.2856078805640323}",20,16,8.625024227894947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.28417984116121214}",35,19,-25.06389862649336,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.2827589419554061}",20,11,-25.409754476933756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.5, 'e': 0.28134514724562903}",25,4,-48.2957887043877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
654,False,"{'a': 0.5, 'e': 0.2799384215094009}",20,5,0.06562059114360785,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.2785387294018539}",25,5,0.729984197260811,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.27714603575484464}",20,2,-14.451012948419951,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.2757603055760704}",20,12,-38.90225403551565,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
658,False,"{'a': 0.5, 'e': 0.27438150404819006}",20,12,-7.254073413422055,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.2730095965279491}",25,18,12.441379348010372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.27164454854530934}",20,2,6.84622987297679,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.27028632580258277}",25,5,-12.324032110189519,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.26893489417356986}",35,19,30.21190996733109,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.267590219702702}",20,3,35.98122284388606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.2662522686041885}",20,2,-7.060111205761069,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.2649210072611676}",30,20,7.790938430138988,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.26359640222486175}",25,0,1.6646721445452433,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.26227842021373743}",20,0,-0.8620688294381931,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.26096702811266875}",30,0,24.27939097186467,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
669,False,"{'a': 0.5, 'e': 0.2596621929721054}",25,7,-53.93223594633766,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
670,False,"{'a': 0.5, 'e': 0.25836388200724486}",20,9,7.562451603002529,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.25707206259720866}",20,1,-1.3479226251267549,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.2557867022842226}",20,0,24.581643224336066,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.2545077687728015}",25,12,-13.112122109888647,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.2532352299289375}",20,11,-6.992485999338201,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.2519690537792928}",25,10,25.118640170584186,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.25070920851039635}",20,3,8.335933368841348,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.24945566246784437}",20,5,-14.434537161577003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.5, 'e': 0.24820838415550514}",25,13,-12.152895629414312,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.2469673422347276}",25,8,17.60086439957023,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.24573250552355397}",30,11,-16.017974212804404,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
681,False,"{'a': 0.5, 'e': 0.2445038429959362}",25,11,13.024208685707023,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.24328132378095652}",25,15,7.703754271664849,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.24206491716205172}",30,12,17.475559996481167,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.24085459257624148}",30,16,-12.944183810645427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
685,False,"{'a': 0.5, 'e': 0.23965031961336028}",20,0,20.651607422611963,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 0.23845206801529348}",25,14,8.856510943379504,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.237259807675217}",20,0,-5.983356203670394,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
688,False,"{'a': 0.5, 'e': 0.23607350863684093}",35,13,3.7544950447336722,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.23489314109365672}",25,18,13.02198113090062,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.23371867538818844}",25,6,3.544027316568158,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.2325500820112475}",30,20,-10.084273774612617,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.23138733160119127}",30,3,-17.833798294692482,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
693,False,"{'a': 0.5, 'e': 0.2302303949431853}",20,1,10.787970594349835,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.22907924296846938}",20,9,13.535549084452278,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.22793384675362702}",20,16,6.64196976459498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.2267941775198589}",30,7,-7.593712745884608,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.2256602066322596}",25,2,19.78392703128877,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.2245319055990983}",20,8,24.287344153123538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.22340924607110282}",20,7,14.482190909249146,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.2222921998407473}",20,0,-11.952132310104695,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.22118073884154357}",20,6,-15.726781550975973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
702,False,"{'a': 0.5, 'e': 0.22007483514733586}",30,11,16.077397112619884,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.21897446097159917}",20,7,-23.51950758516006,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.21787958866674118}",30,22,-7.614636599834857,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.21679019072340747}",20,12,15.296645401604941,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.21570623976979042}",25,13,11.974712078108738,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.21462770857094146}",25,0,-48.389614362949814,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.21355457002808675}",20,5,26.755053933120518,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.21248679717794633}",20,2,30.49533180696296,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.2114243631920566}",20,2,25.837057073339277,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.2103672413760963}",20,6,19.832651785505416,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.20931540516921582}",25,6,11.791957633081163,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.20826882814336975}",25,9,28.227541180010984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.2072274840026529}",25,11,22.95649473539187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.20619134658263963}",20,2,-10.662208506776988,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.20516038984972643}",20,10,20.707879947770188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.20413458790047778}",20,13,12.996449914370002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.2031139149609754}",25,3,-2.102351797001167,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.20209834538617052}",30,21,14.555680025079349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.20108785365923967}",20,0,-35.297507082443914,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.20008241439094349}",25,16,16.538280556660503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.19908200231898876}",20,12,15.5745068780226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.1980865923073938}",25,11,15.31646504411952,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.19709615934585684}",25,14,14.112131245231264,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.19611067854912756}",30,10,35.46200645268726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.19513012515638192}",20,15,-4.213781261267577,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.1941544745306}",25,15,18.776734602659232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.193183702157947}",25,19,11.35665764608014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.19221778364715728}",20,16,8.214160306324557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.19125669472892148}",30,10,22.669605082679475,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.19030041125527689}",20,16,7.294112151409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.1893489091990005}",25,19,11.56113165925343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.1884021646530055}",20,10,9.941457098745246,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.18746015382974046}",20,12,16.730168239164158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.18652285306059177}",20,7,20.87942557406199,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.1855902387952888}",25,7,7.698003013904826,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.18466228760131234}",25,8,-17.617305819214153,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
738,False,"{'a': 0.5, 'e': 0.18373897616330578}",20,15,7.637044388460852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.18282028128248926}",25,11,10.379710345547402,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.1819061798760768}",30,8,-24.225305648343223,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
741,False,"{'a': 0.5, 'e': 0.1809966489766964}",25,11,14.664720701218382,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.18009166573181293}",30,0,-20.758038470318265,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
743,False,"{'a': 0.5, 'e': 0.17919120740315386}",30,16,22.548439940830825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.17829525136613808}",30,16,-29.370553699206067,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
745,False,"{'a': 0.5, 'e': 0.17740377510930738}",25,7,17.55488531426361,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.17651675623376084}",30,24,8.161541782148896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.17563417245259202}",20,13,15.05503382456424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.17475600159032906}",20,15,3.0601958129121334,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.1738822215823774}",20,7,-21.267130139349632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
750,False,"{'a': 0.5, 'e': 0.1730128104744655}",25,17,4.63839613954624,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.17214774642209318}",25,10,27.246658343711168,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.17128700768998273}",30,20,7.685099382040419,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.1704305726515328}",20,12,-11.647815860146384,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.16957841978827515}",25,19,11.251345552757547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.16873052768933378}",20,12,10.798282252543215,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.16788687505088712}",30,15,32.34780670849239,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.16704744067563268}",25,0,19.13010832572173,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
758,False,"{'a': 0.5, 'e': 0.16621220347225452}",35,8,30.873062766137238,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.16538114245489324}",20,13,-34.21140448319185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
760,False,"{'a': 0.5, 'e': 0.16455423674261876}",30,19,14.92850054679438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.16373146555890566}",30,13,29.55752118911016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
